Name,Description,Category,Priority,Due Date,Done,Recurrence
Buy gift for the team,Find appropriate gift under budget,Shopping,Low,08/04/2026,No,Weekly
Fix CSS layout on landing page,Resolve responsive design issues,Work,High,08/04/2026,Yes,
Hotfix deployment,Push emergency fix to production,Work,Medium,08/04/2026,Yes,
Set up standing order,Automate monthly savings transfer,Finance,High,08/04/2026,No,
Read chapter of Deep Work,Continue reading Deep Work,Personal,Low,08/04/2026,No,Monthly
Compare insurance policies,Annual review of home and car cover,Finance,Medium,08/04/2026,Yes,
Return desk lamp,Send back unwanted desk lamp within return window,Shopping,Low,08/04/2026,No,
Review credit card statement,Check for any unusual charges,Finance,High,09/04/2026,No,
Pick up prescription,Collect medication from pharmacy,Shopping,Medium,09/04/2026,Yes,Weekly
Meditation 30 minutes,Mindfulness session using app,Health,Low,09/04/2026,No,Daily
Track water intake,Aim for 2.5L throughout the day,Health,Low,09/04/2026,No,
Morning run 5km,Steady pace training run,Health,Low,09/04/2026,No,Monthly
Buy gift for Bob,Find appropriate gift under budget,Shopping,High,09/04/2026,Yes,Daily
Implement CSV export feature,Build and test the new functionality,Work,High,09/04/2026,Yes,
Set up CI/CD pipeline,Automate build and deployment process,Work,Low,09/04/2026,Yes,
Grocery shop,Stock up on weekly essentials,Shopping,Low,09/04/2026,Yes,Monthly
Weigh in and log progress,Record in health tracking app,Health,Medium,09/04/2026,No,
Yoga session 15 minutes,Follow YouTube yoga for flexibility,Health,Medium,09/04/2026,Yes,
Deep clean home office,Full clean of the home office,Personal,High,10/04/2026,No,
Refactor settings module,Clean up legacy code and improve readability,Work,Medium,10/04/2026,Yes,
Sprint planning meeting,Define user stories and assign tickets,Work,Medium,10/04/2026,Yes,
Clean up desktop,Organise files and remove shortcuts,General,Medium,10/04/2026,Yes,
Weigh in and log progress,Record in health tracking app,Health,Medium,10/04/2026,No,
Hotfix deployment,Push emergency fix to production,Work,Medium,10/04/2026,No,
Update dependencies,Upgrade outdated packages to latest versions,Work,High,10/04/2026,No,Daily
Print form,Download and print required form,General,Medium,10/04/2026,Yes,
Weigh in and log progress,Record in health tracking app,Health,Medium,10/04/2026,No,
Meditation 20 minutes,Mindfulness session using app,Health,High,10/04/2026,No,Monthly
Code review session,Review team's open pull requests,Work,Low,10/04/2026,Yes,
Pay off credit card balance,Clear full balance before due date,Finance,Low,10/04/2026,No,
Check investment portfolio,Review ETF performance and rebalance,Finance,Low,10/04/2026,No,Monthly
Book physio appointment,Address recurring shoulder tension,Health,Medium,10/04/2026,No,Weekly
Pick up prescription,Collect medication from pharmacy,Shopping,Medium,11/04/2026,Yes,Monthly
Shop for winter essentials,Buy thermal layers and accessories,Shopping,Medium,11/04/2026,Yes,
Reply to emails,Clear inbox and action pending messages,General,Medium,11/04/2026,Yes,
Pick up prescription,Collect medication from pharmacy,Shopping,High,11/04/2026,No,
Transfer savings,Move surplus to ISA or investment account,Finance,Medium,11/04/2026,Yes,
Research pension contributions,Review employer match options,Finance,Low,11/04/2026,Yes,
Sprint planning meeting,Define user stories and assign tickets,Work,Medium,11/04/2026,Yes,Monthly
Compare insurance policies,Annual review of home and car cover,Finance,High,11/04/2026,Yes,
New Year goals review,Check progress on annual objectives,Personal,High,11/04/2026,No,
Hotfix deployment,Push emergency fix to production,Work,High,11/04/2026,No,Monthly
Fix CSS layout on profile page,Resolve responsive design issues,Work,Medium,11/04/2026,No,Monthly
Restock home office supplies,"Paper, pens, sticky notes and snacks",Shopping,Low,11/04/2026,No,
Buy gift for dad,Find appropriate gift under budget,Shopping,High,11/04/2026,Yes,Weekly
Grocery shop,Stock up on weekly essentials,Shopping,Medium,11/04/2026,No,
Backup files to cloud,Sync important documents to cloud storage,General,Low,12/04/2026,Yes,
Follow up on monitor stand,Chase outstanding response on monitor stand,General,Medium,12/04/2026,No,
Print invoice,Download and print required invoice,General,Medium,12/04/2026,No,Daily
Order notebook online,Compare prices and place order for notebook,Shopping,High,12/04/2026,No,
Clean up desktop,Organise files and remove shortcuts,General,Medium,12/04/2026,No,
Transfer savings,Move surplus to ISA or investment account,Finance,Medium,12/04/2026,Yes,
Research productivity systems,Read articles and save key notes,Personal,Medium,12/04/2026,Yes,
Transfer savings,Move surplus to ISA or investment account,Finance,Medium,12/04/2026,No,Daily
Update emergency contacts,Add new phone numbers and addresses,Personal,Low,12/04/2026,No,
Grocery shop,Stock up on weekly essentials,Shopping,High,12/04/2026,Yes,
Grocery shop,Stock up on weekly essentials,Shopping,Medium,12/04/2026,No,Weekly
Schedule monthly review,Block calendar time for retrospective,General,High,13/04/2026,Yes,
Order notebook online,Compare prices and place order for notebook,Shopping,Low,13/04/2026,No,
Review monthly budget,Check spending and adjust forecast,Finance,High,13/04/2026,No,
Track water intake,Aim for 2.5L throughout the day,Health,Medium,13/04/2026,Yes,
Schedule monthly review,Block calendar time for retrospective,General,Medium,13/04/2026,Yes,
Check investment portfolio,Review ETF performance and rebalance,Finance,Low,13/04/2026,Yes,
Check investment portfolio,Review ETF performance and rebalance,Finance,Medium,13/04/2026,Yes,
Update dependencies,Upgrade outdated packages to latest versions,Work,High,13/04/2026,No,
Buy monitor stand,Purchase monitor stand from local store or online,Shopping,Low,13/04/2026,Yes,
New Year goals review,Check progress on annual objectives,Personal,Low,13/04/2026,Yes,
Weigh in and log progress,Record in health tracking app,Health,High,13/04/2026,Yes,Weekly
Clean up desktop,Organise files and remove shortcuts,General,High,13/04/2026,Yes,
Review monthly budget,Check spending and adjust forecast,Finance,Medium,14/04/2026,No,
Update emergency contacts,Add new phone numbers and addresses,Personal,Medium,14/04/2026,Yes,Weekly
Order headphones online,Compare prices and place order for headphones,Shopping,Medium,14/04/2026,No,
Call Bob,Catch up with Bob over the phone,Personal,Medium,14/04/2026,No,Monthly
Renew parking permit,Submit renewal before current one expires,General,Medium,14/04/2026,No,
Submit tax documents,Upload supporting documents to HMRC,Finance,Medium,14/04/2026,Yes,
Check local news,Read area updates and community notices,General,Low,14/04/2026,No,Daily
File expense report,Collect receipts and submit via portal,Finance,Medium,14/04/2026,No,Daily
Buy notebook,Purchase notebook from local store or online,Shopping,Medium,14/04/2026,Yes,Daily
Compare prices for protein powder,Find best deal before purchasing,Shopping,Medium,14/04/2026,No,
Print insurance certificate,Download and print required insurance certificate,General,Low,14/04/2026,Yes,
Check local news,Read area updates and community notices,General,Low,14/04/2026,Yes,Weekly
Update emergency contacts,Add new phone numbers and addresses,Personal,High,14/04/2026,Yes,Monthly
Performance review write-up,Document achievements and goals,Work,Low,15/04/2026,No,
New Year goals review,Check progress on annual objectives,Personal,High,15/04/2026,No,
Team standup preparation,Prepare blockers and progress updates,Work,High,15/04/2026,Yes,
Morning run 8km,Steady pace training run,Health,Medium,15/04/2026,Yes,
Plan weekend trip,Research destinations and book accommodation,Personal,Medium,15/04/2026,No,
Review pull request #30,Code review for the latest changes,Work,High,15/04/2026,No,
Security audit of checkout,Review for vulnerabilities and patch issues,Work,Low,15/04/2026,Yes,
Clean up desktop,Organise files and remove shortcuts,General,High,15/04/2026,Yes,
Backup files to cloud,Sync important documents to cloud storage,General,Medium,15/04/2026,No,Monthly
Meal prep for the week,Cook and portion meals for Monday to Friday,Personal,Medium,15/04/2026,No,
Pick up prescription,Collect medication from pharmacy,Shopping,Medium,15/04/2026,Yes,Daily
Write in journal,Reflect on the week and set intentions,Personal,High,15/04/2026,Yes,Daily
Backup files to cloud,Sync important documents to cloud storage,General,High,16/04/2026,No,Daily
Reply to emails,Clear inbox and action pending messages,General,High,16/04/2026,No,
Grocery shop,Stock up on weekly essentials,Shopping,Medium,16/04/2026,Yes,Daily
Weigh in and log progress,Record in health tracking app,Health,Low,16/04/2026,Yes,
Deep clean living room,Full clean of the living room,Personal,Medium,16/04/2026,No,Daily
Clean up desktop,Organise files and remove shortcuts,General,Medium,16/04/2026,Yes,Monthly
Update passwords,Rotate credentials for key accounts,General,Medium,16/04/2026,Yes,
Check local news,Read area updates and community notices,General,High,16/04/2026,Yes,
Client call preparation,Prepare slides and agenda for client meeting,Work,Medium,16/04/2026,Yes,
Implement filters feature,Build and test the new functionality,Work,Medium,16/04/2026,No,
Performance review write-up,Document achievements and goals,Work,Medium,16/04/2026,Yes,Monthly
Sprint planning meeting,Define user stories and assign tickets,Work,Low,16/04/2026,No,Monthly
Order monitor stand online,Compare prices and place order for monitor stand,Shopping,Medium,16/04/2026,Yes,
Refactor auth module,Clean up legacy code and improve readability,Work,Medium,16/04/2026,No,
Buy protein powder,Purchase protein powder from local store or online,Shopping,High,17/04/2026,No,
Print form,Download and print required form,General,Medium,17/04/2026,No,
Check investment portfolio,Review ETF performance and rebalance,Finance,High,17/04/2026,No,
Take vitamins,"D3, B12 and Omega-3 daily supplements",Health,High,17/04/2026,No,
Read chapter of Sapiens,Continue reading Sapiens,Personal,Medium,17/04/2026,Yes,Monthly
Backup files to cloud,Sync important documents to cloud storage,General,Low,17/04/2026,No,Monthly
Meal prep for the week,Cook and portion meals for Monday to Friday,Personal,Medium,17/04/2026,No,Daily
Transfer savings,Move surplus to ISA or investment account,Finance,Low,17/04/2026,No,
Take vitamins,"D3, B12 and Omega-3 daily supplements",Health,Medium,17/04/2026,No,
Pay off credit card balance,Clear full balance before due date,Finance,High,17/04/2026,Yes,
Restock home office supplies,"Paper, pens, sticky notes and snacks",Shopping,High,17/04/2026,Yes,Daily
Weigh in and log progress,Record in health tracking app,Health,Medium,17/04/2026,Yes,
Write in journal,Reflect on the week and set intentions,Personal,Medium,18/04/2026,Yes,
Deep clean kitchen,Full clean of the kitchen,Personal,Medium,18/04/2026,No,Weekly
Book physio appointment,Address recurring shoulder tension,Health,High,18/04/2026,Yes,
Buy gift for Lena,Find appropriate gift under budget,Shopping,Medium,18/04/2026,Yes,Daily
Print ticket,Download and print required ticket,General,Medium,18/04/2026,Yes,Monthly
Write in journal,Reflect on the week and set intentions,Personal,Medium,18/04/2026,No,Weekly
Update passwords,Rotate credentials for key accounts,General,High,18/04/2026,Yes,
File expense report,Collect receipts and submit via portal,Finance,Medium,18/04/2026,Yes,
Grocery shop,Stock up on weekly essentials,Shopping,Medium,18/04/2026,No,
Renew parking permit,Submit renewal before current one expires,General,Medium,18/04/2026,No,Weekly
Update passwords,Rotate credentials for key accounts,General,Medium,18/04/2026,Yes,
File expense report,Collect receipts and submit via portal,Finance,High,18/04/2026,No,
Check local news,Read area updates and community notices,General,Medium,19/04/2026,No,
Pick up prescription,Collect medication from pharmacy,Shopping,High,19/04/2026,No,
Review monthly budget,Check spending and adjust forecast,Finance,Medium,19/04/2026,No,
Client call preparation,Prepare slides and agenda for client meeting,Work,Medium,19/04/2026,Yes,
Pay electricity bill,Monthly payment via online banking,Finance,High,19/04/2026,No,
Clean up desktop,Organise files and remove shortcuts,General,High,19/04/2026,Yes,
Compare prices for notebook,Find best deal before purchasing,Shopping,Medium,19/04/2026,Yes,
Write in journal,Reflect on the week and set intentions,Personal,Medium,19/04/2026,No,Daily
Review monthly budget,Check spending and adjust forecast,Finance,High,19/04/2026,Yes,
Research pension contributions,Review employer match options,Finance,Medium,19/04/2026,Yes,
Fix auth bug in notifications,Investigate and resolve the issue in notifications,Work,Medium,19/04/2026,Yes,
Follow up on desk lamp,Chase outstanding response on desk lamp,General,Medium,19/04/2026,No,Monthly
Cancel unused subscription,Remove service no longer needed,Finance,Low,19/04/2026,No,
Print invoice,Download and print required invoice,General,Medium,20/04/2026,Yes,
Take vitamins,"D3, B12 and Omega-3 daily supplements",Health,High,20/04/2026,Yes,Daily
